SignalDate,Market,Symbol,Name,Sector,WatchGrade,TenbaggerScore,R3MForward,R6MForward,R12MForward
2023-01-31,US,KMI,Kinder Morgan,,Watch,0.05903272979864909,-0.04727451336785993,-0.0002704709159089269,
2023-01-31,US,PM,Philip Morris International,Consumer Staples,Watch,0.05401277192600644,-0.02806495429965694,-0.01754578850214905,
2023-01-31,US,V,Visa,Financials,Starter,0.03588036325767395,0.012926577288293384,0.03670575105069651,
2023-01-31,US,TXN,Texas Instruments,Information Technology,Starter,0.029364010035703027,-0.05648670784014531,0.030756079653999624,
2023-02-28,KR,214370,케어젠,Health Care,Starter,0.8658113202220495,0.04357668364459544,-0.7648556876061121,
2023-02-28,KR,058610,에스피지,Industrials,Starter,0.3121915770771805,0.7115286947689183,0.6632808532249872,
2023-02-28,US,LIN,Linde,Industrials,Watch,0.2510115940928429,0.018989021910290393,0.11920067835369053,0.195255400054811
2023-02-28,US,GE,GE,Industrials,Watch,0.19088433868474458,0.19967076838687992,0.3534509646864956,0.5112161372835007
2023-02-28,US,BKNG,Booking Holdings,Consumer Discretionary,Watch,0.18733176924553813,-0.0060340656002391135,0.2302022926453826,0.4053963295641527
2023-02-28,KR,006400,삼성SDI,Materials,Starter,0.17703992677689884,0.031609195402298784,-0.11781609195402298,
2023-02-28,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2023-02-28,US,ORCL,Oracle,Information Technology,Watch,0.11359389008659726,0.2172040111019311,0.38808234686203935,0.2200436548048792
2023-02-28,US,LMT,Lockheed Martin,Industrials,Watch,0.10328126792600995,-0.05747142551634132,-0.04190547615350826,-0.024551324143239905
2023-02-28,US,ABBV,AbbVie,Health Care,Watch,0.09664987163519148,-0.09532724149937655,-0.025626212691587158,0.03776619543778792
2023-02-28,US,JPM,JPMorgan Chase,Financials,Watch,0.09541679317269786,-0.045866262224908194,0.03586491139370129,0.21301693864620663
2023-02-28,US,MET,MetLife,Financials,Watch,0.08480314235188277,-0.3025802505144499,-0.10112771068812865,-0.0533365920123382
2023-02-28,US,AVGO,Broadcom,Information Technology,Watch,0.06296213060267523,0.36932358775651486,0.5724389999594501,0.9210407945198051
2023-02-28,KR,008350,남선알미늄,Materials,Starter,0.05513172615549487,0.1428571428571428,0.028169014084507005,
2023-02-28,US,MS,Morgan Stanley,Financials,Watch,0.054687853633825625,-0.14540839169994113,-0.10174257598568659,-0.004272566603390704
2023-02-28,US,DOW,Dow,Materials,Watch,0.026219779439625463,-0.13517711481039563,-0.02028855481565439,-0.0017419261023985388
2023-02-28,US,V,Visa,Financials,Watch,0.020134932846949602,0.006915202715266133,0.12131419368812968,0.1907999231249864
2023-03-31,KR,058610,에스피지,Industrials,Watch,0.9565870529212844,-0.09696969696969693,0.23636363636363633,-0.1166666666666667
2023-03-31,KR,214370,케어젠,Health Care,Watch,0.7389876280673189,0.3307692307692307,-0.8020512820512821,-0.89
2023-03-31,US,NVDA,Nvidia,Information Technology,Starter,0.5276059220681688,0.5230720476714212,,1.2156401369624166
2023-03-31,US,GE,GE,Industrials,Add-on,0.5202803130334231,0.1490585521680805,,0.3880393534285931
2023-03-31,KR,080220,제주반도체,Information Technology,Watch,0.32755844265594675,-0.1480206540447504,-0.2977624784853701,3.457831325301205
2023-03-31,US,BA,Boeing,Industrials,Starter,0.3008672608019111,-0.005978388445412319,,-0.0065433292735169735
2023-03-31,US,ORCL,Oracle,Information Technology,Add-on,0.29580589231450183,0.2870071476213809,,0.22052359484532302
2023-03-31,US,BKNG,Booking Holdings,Consumer Discretionary,Watch,0.29379970282731205,0.01806670114069009,,0.32237100018893505
2023-03-31,US,GILD,Gilead,Health Care,Watch,0.2781006784684577,-0.06214378176366231,,-0.029574282941877583
2023-03-31,KR,006400,삼성SDI,Materials,Watch,0.27277054170245846,-0.0897959183673469,-0.30340136054421774,-0.4931972789115646
2023-03-31,US,AVGO,Broadcom,Information Technology,Add-on,0.2174805042399832,0.35930911547523325,,0.8677431064771568
2023-03-31,KR,053610,프로텍,Information Technology,Watch,0.21365771704955985,0.6628849270664505,0.43111831442463533,0.35818476499189633
2023-03-31,US,MDLZ,Mondelēz International,Consumer Staples,Watch,0.16950232285105435,0.05171488357421139,,0.09840623378682456
2023-03-31,US,V,Visa,Financials,Add-on,0.14435930299460029,0.05536670414001832,,0.21924777011864105
2023-03-31,US,LIN,Linde,Industrials,Starter,0.141721047832745,0.0760151131023572,,0.15039829035461927
2023-03-31,US,T,AT&T,Communication Services,Watch,0.13906309756558688,-0.15967749786001684,,-0.017496732108734037
2023-03-31,US,SBUX,Starbucks,Consumer Discretionary,Watch,0.13648704827175434,-0.043952409035724616,,-0.09240117028410133
2023-03-31,US,MCD,McDonald's,Consumer Discretionary,Watch,0.13320625972619557,0.07290142969528368,,0.06444225696150974
2023-03-31,US,LMT,Lockheed Martin,Industrials,Starter,0.12844740184365286,-0.019558950073863768,,-0.07284634236850229
2023-03-31,US,MA,Mastercard,Financials,Starter,0.12107646779057858,0.0839466199058887,,0.24363621447917772
2023-03-31,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2023-03-31,US,BIIB,Biogen,Health Care,Watch,0.10842946654763,0.02452975345884356,,-0.11282953370110738
2023-03-31,US,DE,Deere & Company,Industrials,Starter,0.09091794816310275,-0.015588500230786173,,-0.03689982234033584
2023-03-31,US,TMUS,T-Mobile,Communication Services,Watch,0.08613277753029093,-0.041010591217907844,,0.1180186351614585
2023-03-31,US,TXN,Texas Instruments,Information Technology,Starter,0.08260049113203316,-0.024751539580510018,,-0.11149977548392176
2023-03-31,US,PEP,PepsiCo,Consumer Staples,Watch,0.07954123073459879,0.023115161365756975,,-0.05537914412130385
2023-03-31,US,ABBV,AbbVie,Health Care,Watch,0.07122567294231907,-0.14683170199565776,,0.0732860923723484
2023-04-28,KR,214370,케어젠,Health Care,Starter,0.7323754312438068,0.028235294117647136,,-0.8905882352941177
2023-04-28,US,NVDA,Nvidia,Information Technology,Starter,0.6124334287654621,0.6841626076666945,0.5678792757092932,1.8517664217507366
2023-04-28,US,GE,GE,Industrials,Starter,0.4789494010510197,0.15514245214837374,0.11863533260750203,0.5885381794916205
2023-04-28,KR,319400,현대무벡스,Industrials,Add-on,0.4496090473978556,-0.1265969802555168,,-0.2857142857142857
2023-04-28,US,META,Meta,Communication Services,Watch,0.44714082554946616,0.32573220636794775,0.24920917226430372,1.04165270310369
2023-04-28,US,BA,Boeing,Industrials,Starter,0.32773859635227465,0.15509240503695,-0.0730245003997333,-0.014798324676748797
2023-04-28,US,SBUX,Starbucks,Consumer Discretionary,Watch,0.31821342174198514,-0.1068706367634753,-0.1931614416026356,-0.1513866668162026
2023-04-28,US,NFLX,Netflix,Communication Services,Watch,0.29597793882911855,0.3304943266307214,0.1444851418969566,0.827417929898044
2023-04-28,KR,174900,앱클론,Health Care,Starter,0.24052064783957205,-0.1436170212765957,,-0.07446808510638303
2023-04-28,US,FDX,FedEx,Industrials,Starter,0.24021618808715609,0.19180857469827606,0.17538313028141883,0.10984216744719633
2023-04-28,US,ISRG,Intuitive Surgical,Health Care,Add-on,0.22854332651953838,0.07695369690539677,-0.02964608140094349,0.28012749664982395
2023-04-28,US,LRCX,Lam Research,Information Technology,Starter,0.2189668316713093,0.3747338575725083,0.2028647216126045,0.8055499382731639
2023-04-28,US,BKNG,Booking Holdings,Consumer Discretionary,Watch,0.21853430412497557,0.10590358014706314,0.14802454213105332,0.29129911981323797
2023-04-28,US,ORCL,Oracle,Information Technology,Starter,0.2053338929830621,0.241991169781147,0.1221677142878046,0.19212286803166734
2023-04-28,US,BIIB,Biogen,Health Care,Starter,0.20440927393731465,-0.11188905537150184,-0.1552115160092643,-0.28675673780613486
2023-04-28,US,MDLZ,Mondelēz International,Consumer Staples,Watch,0.19478480798612735,-0.02865170611136625,-0.08507432893410327,-0.030988328039591728
2023-04-28,US,XOM,Exxon Mobil Corp.,Energy,Watch,0.19431916618367076,-0.08593402301386621,0.010415111422427792,-0.08517815200033418
2023-04-28,US,GILD,Gilead,Health Care,Starter,0.19130047933048164,-0.06489523801108954,-0.07061690688374578,-0.09769319891848116
2023-04-28,US,MRK,Merck,Health Care,Starter,0.1891289928430513,-0.07021270369763,-0.09635094197931249,0.12414727013450744
2023-04-28,US,AMD,AMD,Information Technology,Starter,0.18176162507518934,0.28007159013155736,0.1504978911814634,1.1543022587258478
2023-04-28,US,LLY,Eli Lilly,Health Care,Starter,0.17483993675964063,0.15124641765717173,0.36331401915317385,0.919843643184427
2023-04-28,US,AVGO,Broadcom,Information Technology,Starter,0.17257437780334106,0.44203902927274497,0.3400680911494467,1.1078749952973541
2023-04-28,US,MSFT,Microsoft,Information Technology,Starter,0.16203969471013985,0.09566578847621088,0.032058255830788696,0.3572701236841378
2023-04-28,US,MCD,McDonald's,Consumer Discretionary,Watch,0.1439767092670829,-0.0033595527585023044,-0.0997048821828811,0.010556477552999155
2023-04-28,US,NKE,Nike,Consumer Discretionary,Watch,0.13440641339158754,-0.1259992621578423,-0.24039984697645633,-0.17160616664743145
2023-04-28,US,LIN,Linde,Industrials,Starter,0.12867939245781715,0.06126307917907692,0.014839357229688988,0.2270393660919805
2023-04-28,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2023-04-28,US,V,Visa,Financials,Watch,0.096910194880442,0.023475713142074417,-0.00789850052904828,0.22398394290141677
2023-04-28,US,CRM,Salesforce,Information Technology,Starter,0.0950696325400529,0.13429459915103314,0.02223116002925485,0.5567876960964986
2023-04-28,US,JPM,JPMorgan Chase,Financials,Watch,0.09471132561485743,0.1504979791222807,0.05624992871398371,0.37358129069255663
2023-04-28,US,MA,Mastercard,Financials,Watch,0.08967006639822035,0.03899737379994206,0.04329273008949053,0.2548648503992823
2023-04-28,US,MS,Morgan Stanley,Financials,Watch,0.08626732825353117,0.02708516493689661,-0.08385718007313081,-0.013470238671420831
2023-04-28,US,PG,Procter & Gamble,Consumer Staples,Watch,0.07847082715153471,0.005786043274729646,-0.061395056990516395,0.03572969655933922
2023-04-28,US,AAPL,Apple,Information Technology,Starter,0.06663738342369942,0.159369267356533,0.011777383584573808,0.0709264955368627
2023-04-28,US,PEP,PepsiCo,Consumer Staples,Watch,0.05222459435985999,-0.011108424349115742,-0.0998795025571213,-0.10820863180566442
2023-04-28,US,PM,Philip Morris International,Consumer Staples,Watch,0.045031942341865784,0.010822910279902676,-0.04835200775874626,-0.062490875013191394
2023-04-28,US,RTX,RTX Corporation,Industrials,Starter,0.04242229518706031,-0.11440916106889787,-0.2700929982306357,-0.07784787054590203
2023-04-28,US,LOW,Lowe's,Consumer Discretionary,Watch,0.038040056454218776,0.13254315737868638,0.004771239126113214,0.17620155258566195
2023-04-28,US,INTU,Intuit,Information Technology,Starter,0.020196189666981165,0.1546019699785206,0.15288726262783348,0.5006108509351568
2023-04-28,US,KO,Coca-Cola,Consumer Staples,Watch,0.02015257842081573,-0.02725405225434485,-0.11373572135524712,-0.04220892894069783
2023-05-31,US,NVDA,Nvidia,Information Technology,Add-on,0.9394000794004513,0.30464950494410026,0.07806677118923222,1.3889882355600625
2023-05-31,US,PLTR,Palantir Technologies,Information Technology,Add-on,0.8536276828737435,0.018354826878937747,0.0061182972368794,0.5642420237396832
2023-05-31,US,META,Meta,Communication Services,Watch,0.6804603046059673,0.11774708913402576,0.1380704310299654,0.8362618500737149
2023-05-31,KR,272110,케이엔제이,Information Technology,Add-on,0.5485422568987515,-0.05506607929515417,-0.2955947136563877,
2023-05-31,US,NFLX,Netflix,Communication Services,Watch,0.5248934928322386,0.09728515893253342,0.0416466350736151,0.5366496353485961
2023-05-31,KR,058610,에스피지,Industrials,Starter,0.517855097655922,-0.028189910979228516,-0.19881305637982194,
2023-05-31,US,AVGO,Broadcom,Information Technology,Add-on,0.4440430555015893,0.14833266148267943,0.05260075823191923,0.6728802801357376
2023-05-31,US,GE,GE,Industrials,Watch,0.4032467590851613,0.12818533246950237,0.07149179272995076,0.732459286486292
2023-05-31,US,UBER,Uber,Industrials,Watch,0.3677423542361942,0.24518848305391394,0.14104925998091966,1.0297916489408458
2023-05-31,US,AMD,AMD,Information Technology,Add-on,0.34600149418476367,-0.10565940242368332,-0.16673715622303598,0.526859038076688
2023-05-31,US,CRM,Salesforce,Information Technology,Starter,0.3100653004901667,-0.008595176308348385,-0.1009490383300421,0.35004681376693947
2023-05-31,US,ORCL,Oracle,Information Technology,Starter,0.3061934392447893,0.140385945331722,-0.016966499252890843,0.19881333832348025
2023-05-31,KR,319400,현대무벡스,Industrials,Starter,0.28120081040527106,-0.21922246220302377,-0.3844492440604752,
2023-05-31,US,BA,Boeing,Industrials,Watch,0.24364097348306382,0.08911036510937254,-0.09178410259662761,-0.061788972501910955
2023-05-31,US,LRCX,Lam Research,Information Technology,Starter,0.23309627851197887,0.14210528393512223,-0.040661288747208424,0.5922913148515159
2023-05-31,KR,008350,남선알미늄,Materials,Add-on,0.2283845974864429,-0.10035211267605637,-0.32570422535211263,
2023-05-31,KR,174900,앱클론,Health Care,Starter,0.22238713245710384,-0.21520737327188943,-0.4875576036866359,
2023-05-31,US,MSFT,Microsoft,Information Technology,Starter,0.21698833091983474,0.0001948793527841719,0.031778908662335015,0.28885704920765365
2023-05-31,US,NOW,ServiceNow,Information Technology,Starter,0.21250364286566237,0.08085830477398748,0.0680458293038182,0.399463948142301
2023-05-31,US,LLY,Eli Lilly,Health Care,Starter,0.20587450659829523,0.29322426579527416,0.2925942440184346,0.8219099312345797
2023-05-31,US,ISRG,Intuitive Surgical,Health Care,Starter,0.17378142304813923,0.015722441513344343,-0.14819385284527542,0.2964202218214764
2023-05-31,US,BIIB,Biogen,Health Care,Starter,0.16711602877107773,-0.09800620070725496,-0.19861006595136732,-0.27252790992635156
2023-05-31,US,AAPL,Apple,Information Technology,Starter,0.16676926562881816,0.06134650757778659,-0.03525750572704445,-0.028732333636630303
2023-05-31,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.1657029520071046,0.10824443273982665,0.009847739310376413,0.2283712508067619
2023-05-31,US,AMAT,Applied Materials,Information Technology,Starter,0.16075942237974258,0.1484720910431203,-0.004972952402109487,0.5564322830530035
2023-05-31,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.15904182579774662,0.11331758307231854,0.015643934698849282,0.2341735689404787
2023-05-31,US,AMZN,Amazon,Consumer Discretionary,Watch,0.13479304216199325,0.14455127227649678,0.10374850154973281,0.4959363256234144
2023-05-31,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2023-05-31,US,MDLZ,Mondelēz International,Consumer Staples,Watch,0.10292298868618235,-0.02415671051418322,-0.08777288085119206,-0.02392221523977278
2023-05-31,KR,402340,SK스퀘어,Financials,Starter,0.089287508311614,-0.02275189599133265,-0.07800650054171177,
2023-05-31,US,CSCO,Cisco,Information Technology,Starter,0.07621966474039234,0.16337602994240363,0.06512278636457336,0.02769884831034508
2023-05-31,US,ACN,Accenture,Information Technology,Starter,0.04516514092438015,0.062189692357169424,-0.021296739894435257,0.14600632509548572
2023-05-31,US,TXN,Texas Instruments,Information Technology,Starter,0.012669177254705066,-0.026680356917497483,-0.17000992454221475,0.02622063671867103
2023-05-31,US,BRK.B,Berkshire Hathaway,Financials,Starter,-0.005712596185400657,0.12183887900456503,0.06306839680723075,0.30970476703637595
2023-05-31,US,JPM,JPMorgan Chase,Financials,Starter,-0.019075135841984753,0.08566008137307368,0.039334910440450344,0.5062740823400356
2023-06-30,KR,290690,소룩스,Information Technology,Add-on,2.060062141445307,-0.34618181818181815,-0.13818181818181818,-0.8943636363636364
2023-06-30,US,NVDA,Nvidia,Information Technology,Starter,1.408293867571812,,0.10571258440688047,
2023-06-30,KR,053610,프로텍,Information Technology,Add-on,1.2529697397694979,-0.1393762183235867,0.03703703703703698,0.013645224171539905
2023-06-30,US,PLTR,Palantir Technologies,Information Technology,Add-on,0.8894136111275982,,0.3078929769631351,
2023-06-30,KR,214370,케어젠,Health Care,Starter,0.8640951136697956,-0.851252408477842,-0.8911368015414258,-0.9121387283236995
2023-06-30,US,META,Meta,Communication Services,Watch,0.8500213654601005,,0.13997487176249956,
2023-06-30,US,NFLX,Netflix,Communication Services,Watch,0.7575628114340164,,0.07600625641877445,
2023-06-30,US,GE,GE,Industrials,Starter,0.7018352047093754,,0.11040307172998776,
2023-06-30,US,UBER,Uber,Industrials,Starter,0.6527086690244533,,0.3059996168513308,
2023-06-30,US,TSLA,Tesla,Consumer Discretionary,Watch,0.6053133039703875,,-0.0828589528705842,
2023-06-30,US,ORCL,Oracle,Information Technology,Add-on,0.5677684038040683,,-0.017175643452538747,
2023-06-30,US,AVGO,Broadcom,Information Technology,Add-on,0.564716981274362,,0.07302259763819352,
2023-06-30,KR,272110,케이엔제이,Information Technology,Starter,0.554266184518414,-0.12477876106194685,-0.2168141592920354,-0.17699115044247793
2023-06-30,US,AMD,AMD,Information Technology,Starter,0.49558412312148536,,0.06364673660713449,
2023-06-30,US,LRCX,Lam Research,Information Technology,Starter,0.41780290884777155,,0.11701448217944099,
2023-06-30,US,AMAT,Applied Materials,Information Technology,Starter,0.41464127755561114,,0.04073206021332476,
2023-06-30,US,ADBE,Adobe,Information Technology,Add-on,0.38263313317066355,,0.24953480023745533,
2023-06-30,US,CRM,Salesforce,Information Technology,Add-on,0.3778974377145637,,0.1923696235934209,
2023-06-30,US,AAPL,Apple,Information Technology,Starter,0.3718841375889983,,-0.01811063739443497,
2023-06-30,US,ISRG,Intuitive Surgical,Health Care,Watch,0.3628275897515526,,-0.09095164614103557,
2023-06-30,US,F,Ford,Consumer Discretionary,Watch,0.35135688947843513,,-0.3038067646011653,
2023-06-30,US,BKNG,Booking Holdings,Consumer Discretionary,Watch,0.31754328081152605,,0.15752501193390844,
2023-06-30,US,AMZN,Amazon,Consumer Discretionary,Watch,0.295837886624514,,0.12066581508047336,
2023-06-30,US,MSFT,Microsoft,Information Technology,Starter,0.28905169296714717,,0.11729253987620658,
2023-06-30,US,LLY,Eli Lilly,Health Care,Watch,0.2748937557270789,,0.2653019268924768,
2023-06-30,KR,083450,GST,Information Technology,Add-on,0.26465725455618483,-0.2063492063492064,-0.16049382716049387,0.6666666666666667
2023-06-30,US,FDX,FedEx,Industrials,Add-on,0.26402034961041443,,0.049251382506098285,
2023-06-30,US,BA,Boeing,Industrials,Add-on,0.25785501535098754,,0.09694071256722703,
2023-06-30,US,NOW,ServiceNow,Information Technology,Starter,0.23525020592882115,,0.2202430594257041,
2023-06-30,US,LIN,Linde,Industrials,Starter,0.19546239082779232,,0.0893711391141645,
2023-06-30,US,LOW,Lowe's,Consumer Discretionary,Watch,0.18628352649509997,,-0.10969236414875805,
2023-06-30,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.1800548616235672,,0.10705131107271071,
2023-06-30,US,AXP,American Express,Financials,Starter,0.17462429471938198,,-0.012286696398367547,
2023-06-30,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.17017420734314967,,0.10718458311794032,
2023-06-30,US,WMT,Walmart,Consumer Staples,Watch,0.1672177885490885,,-0.005958455019817621,
2023-06-30,US,BRK.B,Berkshire Hathaway,Financials,Add-on,0.1671833529586396,,0.055718475073313734,
2023-06-30,US,V,Visa,Financials,Add-on,0.1618830839975144,,0.08518678559707138,
2023-06-30,US,CAT,Caterpillar,Industrials,Starter,0.15903543304201823,,0.029317396205926105,
2023-06-30,US,MRK,Merck,Health Care,Watch,0.1551054554190138,,-0.10582681288070983,
2023-06-30,US,DD,DuPont,Materials,Watch,0.15256231101706577,,0.011160653381271812,
2023-06-30,US,MA,Mastercard,Financials,Starter,0.14965356330784357,,0.05524843454215023,
2023-06-30,KR,348370,엔켐,Materials,Starter,0.14272418766515954,-0.1957746478873239,-0.13521126760563384,2.1971830985915495
2023-06-30,US,JPM,JPMorgan Chase,Financials,Starter,0.1381369391703592,,0.0885005333942821,
2023-06-30,US,MCD,McDonald's,Consumer Discretionary,Watch,0.1378480402927873,,-0.044760041932048855,
2023-06-30,US,INTU,Intuit,Information Technology,Starter,0.13768097669350235,,0.2515471143957766,
2023-06-30,US,ACN,Accenture,Information Technology,Add-on,0.1347577300426506,,0.08800247749633172,
2023-06-30,US,TXN,Texas Instruments,Information Technology,Starter,0.12576029631676738,,-0.13791430046083353,
2023-06-30,US,CSCO,Cisco,Information Technology,Starter,0.11928915266868272,,-0.051045179207611424,
2023-06-30,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2023-06-30,US,COST,Costco,Consumer Staples,Watch,0.11711707831585813,,0.1050741838259146,
2023-07-31,US,NVDA,Nvidia,Information Technology,Starter,1.0695999298766123,-0.06904519280267407,,0.8494037290534753
2023-07-31,KR,053610,프로텍,Information Technology,Starter,0.9861152918204564,,-0.17450271247739602,-0.29385171790235076
2023-07-31,US,PLTR,Palantir Technologies,Information Technology,Starter,0.9819911778577395,-0.19354839329913054,,0.1073588278419828
2023-07-31,US,META,Meta,Communication Services,Watch,0.8274265002346844,-0.05772133598028151,,0.351620914649051
2023-07-31,KR,058610,에스피지,Industrials,Starter,0.6622483786501614,,0.12676056338028174,-0.11737089201877937
2023-07-31,US,UBER,Uber,Industrials,Starter,0.6497193863084767,-0.0701576520468481,,0.3398705594370106
2023-07-31,US,GE,GE,Industrials,Starter,0.4976912723347283,-0.03160399782119905,,0.7804183488208751
2023-07-31,US,AVGO,Broadcom,Information Technology,Starter,0.44985599712599067,-0.07071302236162402,,0.46770886506758425
2023-07-31,US,NFLX,Netflix,Communication Services,Watch,0.44797293913879055,-0.1398045681298059,,0.2543909602006025
2023-07-31,US,LRCX,Lam Research,Information Technology,Starter,0.3832524481713742,-0.1250199338680642,,0.25470845321359015
2023-07-31,US,AMAT,Applied Materials,Information Technology,Starter,0.31897490439668547,-0.08470040813651936,,0.3183372122770449
2023-07-31,US,ADBE,Adobe,Information Technology,Starter,0.28610584744109124,-0.06640787694046202,,-0.15258985104569522
2023-07-31,US,ORCL,Oracle,Information Technology,Starter,0.28430587941759916,-0.09647689807203419,,-0.019206079529431763
2023-07-31,KR,348370,엔켐,Materials,Starter,0.2756486987937122,,0.12765957446808507,3.0567375886524824
2023-07-31,US,BKNG,Booking Holdings,Consumer Discretionary,Watch,0.2598596987155077,0.03808737284166219,,0.16496028335961288
2023-07-31,US,LLY,Eli Lilly,Health Care,Watch,0.25250647656939534,0.18420695886078642,,0.7282922777398779
2023-07-31,US,BA,Boeing,Industrials,Add-on,0.2523150146497539,-0.19748801432850394,,-0.2972995936824462
2023-07-31,US,MSFT,Microsoft,Information Technology,Add-on,0.24748904259149396,-0.058053772705528806,,0.16595979041014597
2023-07-31,US,FDX,FedEx,Industrials,Starter,0.23535425567342197,-0.013781948515528608,,-0.01590640192733328
2023-07-31,KR,083450,GST,Information Technology,Starter,0.23010769254922941,,-0.035026269702276736,0.7162872154115587
2023-07-31,US,JPM,JPMorgan Chase,Financials,Add-on,0.22787218122128092,-0.08191935328752087,,0.23752544745047133
2023-07-31,KR,240810,원익IPS,Information Technology,Add-on,0.21875241443457352,,-0.10066225165562914,-0.007947019867549643
2023-07-31,KR,095610,테스,Information Technology,Add-on,0.21577242301769006,,-0.1145374449339207,0.07048458149779746
2023-07-31,US,NOW,ServiceNow,Information Technology,Starter,0.21470464129637945,-0.041234980447222624,,0.1892453017226008
2023-07-31,US,AAPL,Apple,Information Technology,Starter,0.2129555673305513,-0.12730360199083257,,-0.1295362461393188
2023-07-31,US,LIN,Linde,Industrials,Starter,0.19920444168458526,-0.04374383963804562,,0.13931745799139916
2023-07-31,US,GOOGL,Alphabet (Class A),Communication Services,Watch,0.1972701348544801,-0.01401461380435809,,0.22649194274756868
2023-07-31,US,CRM,Salesforce,Information Technology,Starter,0.19317554738256132,-0.09879570898570134,,0.19679714159342332
2023-07-31,US,FCX,Freeport-McMoran,,Watch,0.1901283675702452,-0.16483776090796387,,0.13044677618115563
2023-07-31,US,GOOG,Alphabet (Class C),Communication Services,Watch,0.18683068923482046,-0.009465861793540586,,0.236871914244976
2023-07-31,US,MDLZ,Mondelēz International,Consumer Staples,Watch,0.1479835511195565,-0.05808691195292914,,-0.011836790687905663
2023-07-31,US,CAT,Caterpillar,Industrials,Starter,0.14568061498814822,0.029527971973612566,,0.27875858334427583
2023-07-31,US,AMZN,Amazon,Consumer Discretionary,Watch,0.1442607356053174,-0.04907233908300235,,0.3090964212156535
2023-07-31,US,UNP,Union Pacific,Industrials,Add-on,0.12908669216093416,-0.11722420050854232,,0.039238229332467345
2023-07-31,US,CMCSA,Comcast,Communication Services,Watch,0.12706063894391167,-0.020327037065101417,,-0.14050710833939817
2023-07-31,US,LOW,Lowe's,Consumer Discretionary,Watch,0.1223401158927141,-0.11281858657669708,,-0.011465604111147831
2023-07-31,US,DD,DuPont,Materials,Watch,0.12026360669246747,-0.039159985722304835,,-0.05618954380986374
2023-07-31,US,INTU,Intuit,Information Technology,Starter,0.11954118707895228,-0.0014851068985435312,,0.2283186241908597
2023-07-31,US,TWX,Time Warner Inc.,,Watch,0.11775347285226928,,,
2023-07-31,US,WMT,Walmart,Consumer Staples,Watch,0.10718810076045593,0.003994518748672959,,0.1257188568688241
2023-07-31,US,BRK.B,Berkshire Hathaway,Financials,Starter,0.10394356288394326,-0.0047164555699826805,,0.1272020133486227
2023-07-31,US,CSCO,Cisco,Information Technology,Starter,0.10142363575844321,0.03305134329850845,,-0.07615098933421349
2023-07-31,US,IBM,IBM,Information Technology,Starter,0.09730732651095483,-0.01571254560552271,,0.1899657144841116
2023-07-31,US,PEP,PepsiCo,Consumer Staples,Watch,0.09504858446754748,-0.08976826215712963,,-0.040539163912780674
2023-07-31,US,PG,Procter & Gamble,Consumer Staples,Watch,0.08784258614555795,-0.0667946236821021,,0.0641995754749678
2023-07-31,US,MU,Micron Technology,Information Technology,Starter,0.07748934203006719,-0.04706513336139939,,0.5885883829640077
2023-07-31,US,MCD,McDonald's,Consumer Discretionary,Watch,0.07673937532621661,-0.0966700977178313,,-0.05278345089038494
2023-07-31,US,COST,Costco,Consumer Staples,Watch,0.06903615822657405,0.009555800552873306,,0.3276603404859275
2023-07-31,US,MO,Altria,Consumer Staples,Watch,0.05942284469051959,-0.05346775769940859,,0.03195788837559532
2023-07-31,US,TXN,Texas Instruments,Information Technology,Starter,0.059085021897222895,-0.1166110619596874,,-0.0030995570520020443
2023-08-31,US,NVDA,Nvidia,Information Technology,Add-on,1.250103267288091,-0.1736732608230871,0.0035545294976520037,1.2217972879356855
2023-08-31,KR,056080,유진로봇,Industrials,Add-on,0.9660004196432963,-0.0701914311759344,,-0.2917046490428441
2023-08-31,US,LLY,Eli Lilly,Health Care,Watch,0.6280345935635061,-0.00048717132326014934,0.0537660293318154,0.48809041505270856
2023-08-31,KR,058610,에스피지,Industrials,Starter,0.5917901812534779,-0.17557251908396942,,-0.2137404580152672
2023-08-31,KR,003230,삼양식품,Consumer Staples,Add-on,0.570032549410767,-0.05658436213991769,,1.72119341563786
2023-08-31,US,AVGO,Broadcom,Information Technology,Starter,0.5103455122240184,-0.08336600225857482,0.22169495577847198,0.4602419535604574
2023-08-31,US,NFLX,Netflix,Communication Services,Starter,0.4409246633337026,-0.05070561959759379,0.12267108677090466,0.47947801416543245
2023-08-31,US,GE,GE,Industrials,Starter,0.4392927011858695,-0.05025197377407342,0.11656511888005405,0.8134538572628789
2023-08-31,US,ADBE,Adobe,Information Technology,Starter,0.39145367997175734,-0.048771816760977194,0.06661412904765451,-0.20484859224896979
2023-08-31,US,LRCX,Lam Research,Information Technology,Starter,0.35663219535764895,-0.1600260284696422,0.12153926107645519,0.33802178055738885
2023-08-31,US,UBER,Uber,Industrials,Starter,0.3552156034931794,-0.08363330089400234,0.30362058631324085,0.3669277616837523
