Variant_baseline,SignalDate,NextDate,Market,Sector,Symbol,Contribution_baseline,Variant_candidate,Contribution_candidate,ContributionDelta
rule_sector_cap2_breadth_it_us5_risk_on,2020-11-30,2021-01-29,US,,FCX,0.028217238099621997,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.028217238099621997,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-01-29,2021-02-26,KR,ETF,069500,0.0023505572441742486,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.0023505572441742486,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-01-29,2021-02-26,US,Financials,COF,0.026120094700334568,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.026120094700334568,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-01-29,2021-02-26,US,Financials,PYPL,0.018166835776710483,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.018166835776710483,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-01-29,2021-02-26,US,Information Technology,AMAT,0.03746778862816528,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.03746778862816528,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-01-29,2021-02-26,US,Information Technology,MU,0.02823556797020484,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.02823556797020484,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-01-29,2021-02-26,US,Materials,DD,-0.018515310134163705,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.018515310134163705,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-02-26,2021-03-31,KR,ETF,069500,0.002158014626543567,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.002158014626543567,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-02-26,2021-03-31,KR,Industrials,099320,-0.0009057971014492794,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.0009057971014492794,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-02-26,2021-03-31,KR,Industrials,319400,-0.02845670391061452,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.02845670391061452,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-02-26,2021-03-31,US,,FCX,-0.005418767199010702,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.005418767199010702,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-03-31,2021-04-30,US,Financials,COF,0.03434727741046375,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.03434727741046375,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-03-31,2021-04-30,US,Industrials,DE,-0.001758737034792679,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.001758737034792679,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-03-31,2021-04-30,US,Industrials,GE,-0.00015229968223657854,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.00015229968223657854,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-03-31,2021-04-30,US,Information Technology,AMAT,-0.001332372849862451,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.001332372849862451,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-03-31,2021-04-30,US,Information Technology,LRCX,0.008470494361045721,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.008470494361045721,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-04-30,2021-06-30,US,Financials,COF,0.008058621762653973,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.008058621762653973,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-04-30,2021-06-30,US,Financials,WFC,0.0015041343803531505,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.0015041343803531505,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-04-30,2021-06-30,US,Industrials,DE,-0.009292349450017157,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.009292349450017157,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-04-30,2021-06-30,US,Information Technology,AMAT,0.014978430465480442,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.014978430465480442,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-04-30,2021-06-30,US,Information Technology,LRCX,0.010171229332076415,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.010171229332076415,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-06-30,2021-07-30,KR,ETF,069500,-0.005353684929946459,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.005353684929946459,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-06-30,2021-07-30,US,Financials,GS,-0.0020419942160516125,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.0020419942160516125,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-06-30,2021-07-30,US,Financials,SCHW,-0.011124780771267828,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.011124780771267828,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-06-30,2021-07-30,US,Industrials,UPS,-0.013311239756668591,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.013311239756668591,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-06-30,2021-07-30,US,Information Technology,AMAT,-0.0028909043552678053,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.0028909043552678053,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-06-30,2021-07-30,US,Information Technology,NVDA,-0.004195298634060152,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.004195298634060152,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-07-30,2021-08-31,US,Financials,COF,0.006802046435815657,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.006802046435815657,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-07-30,2021-08-31,US,Financials,MS,0.01760783248135196,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.01760783248135196,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-07-30,2021-08-31,US,Health Care,LLY,0.012832802975077674,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.012832802975077674,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-07-30,2021-08-31,US,Information Technology,INTU,0.013638517055793243,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.013638517055793243,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-07-30,2021-08-31,US,Information Technology,NVDA,0.029641992343715895,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.029641992343715895,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-08-31,2021-09-30,KR,ETF,360750,-0.0019818799546998944,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.0019818799546998944,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-08-31,2021-09-30,US,Financials,COF,-0.004518902911965633,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.004518902911965633,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-08-31,2021-09-30,US,Information Technology,NVDA,-0.013979759896039987,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.013979759896039987,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-08-31,2021-09-30,US,,DVN,0.041765919762917283,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.041765919762917283,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-09-30,2021-10-29,KR,ETF,360750,0.00432404934503372,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.00432404934503372,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-09-30,2021-10-29,US,Financials,AIG,0.012752776698415938,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.012752776698415938,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-09-30,2021-10-29,US,Financials,SCHW,0.021027838259722133,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.021027838259722133,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-09-30,2021-10-29,US,Health Care,CVS,0.009699833016935739,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.009699833016935739,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-09-30,2021-10-29,US,Health Care,TMO,0.018010555849252374,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.018010555849252374,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-09-30,2021-10-29,US,Information Technology,NOW,0.020218982226340405,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.020218982226340405,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-10-29,2021-11-30,KR,ETF,360750,0.00421470187182349,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.00421470187182349,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-10-29,2021-11-30,US,Financials,BAC,-0.011545988491359441,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.011545988491359441,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-10-29,2021-11-30,US,Financials,WFC,-0.010410256132706575,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.010410256132706575,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-10-29,2021-11-30,US,Health Care,LLY,-0.003869397592559498,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.003869397592559498,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-10-29,2021-11-30,US,Information Technology,INTU,0.0070049442852352,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.0070049442852352,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-10-29,2021-11-30,US,Information Technology,NVDA,0.046342337191332184,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.046342337191332184,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-11-30,2022-02-28,KR,ETF,360750,-0.00961189698948132,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.00961189698948132,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-11-30,2022-02-28,US,Financials,BLK,-0.028979126912034227,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.028979126912034227,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-11-30,2022-02-28,US,Health Care,PFE,-0.01995505538551051,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.01995505538551051,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-11-30,2022-02-28,US,Health Care,TMO,-0.02333722389610937,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.02333722389610937,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-11-30,2022-02-28,US,Information Technology,AMD,-0.03686514687054626,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.03686514687054626,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2021-11-30,2022-02-28,US,Information Technology,NVDA,-0.04227371739706568,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.04227371739706568,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-02-28,2022-03-31,US,Energy,COP,0.010750356941352332,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.010750356941352332,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-02-28,2022-03-31,US,Energy,CVX,0.024518183515064795,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.024518183515064795,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-02-28,2022-03-31,US,Financials,AIG,0.005740562330451546,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.005740562330451546,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-02-28,2022-03-31,US,Financials,AXP,-0.007267131600830874,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.007267131600830874,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-03-31,2022-04-29,KR,ETF,360750,-0.00792066027689032,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.00792066027689032,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-03-31,2022-04-29,KR,Information Technology,007810,-0.012299999999999998,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.012299999999999998,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-03-31,2022-04-29,US,,APA,-0.0012896342676647077,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.0012896342676647077,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-03-31,2022-04-29,US,,OXY,-0.005452542606856001,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.005452542606856001,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-04-29,2022-05-31,US,Consumer Staples,MO,-0.005326596156162711,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.005326596156162711,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-04-29,2022-05-31,US,Energy,XLE,0.03206918654237772,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.03206918654237772,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-04-29,2022-05-31,US,Energy,XOM,0.027526991006883342,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.027526991006883342,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-04-29,2022-05-31,US,Health Care,BMY,0.0004782454303923434,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.0004782454303923434,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-04-29,2022-05-31,US,Health Care,LLY,0.015312532078639541,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.015312532078639541,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-05-31,2022-06-30,US,Energy,COP,-0.038898381060944925,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.038898381060944925,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-05-31,2022-06-30,US,Energy,XLE,-0.03414692449379009,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.03414692449379009,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-05-31,2022-06-30,US,Health Care,LLY,0.006884845976004472,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.006884845976004472,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-05-31,2022-06-30,US,Health Care,MRK,-0.00024747469830068705,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.00024747469830068705,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-05-31,2022-06-30,US,Industrials,LIN,-0.022233307982014883,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.022233307982014883,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-06-30,2022-07-29,US,Communication Services,T,-0.017263838802948496,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.017263838802948496,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-06-30,2022-07-29,US,Consumer Staples,CL,-0.002151910535103989,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.002151910535103989,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-06-30,2022-07-29,US,Health Care,BMY,-0.007840898353554199,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.007840898353554199,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-06-30,2022-07-29,US,Health Care,LLY,0.0031574714847566188,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.0031574714847566188,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-07-29,2022-08-31,KR,Health Care,214370,-0.01868374558303887,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.01868374558303887,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-07-29,2022-08-31,US,Health Care,LLY,-0.01562634628100229,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.01562634628100229,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-07-29,2022-08-31,US,Health Care,UNH,-0.00795508656475677,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.00795508656475677,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-07-29,2022-08-31,US,Industrials,GD,0.0018694689816769056,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.0018694689816769056,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-08-31,2022-09-30,KR,Health Care,214370,-0.018249607535321816,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.018249607535321816,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-08-31,2022-09-30,US,Industrials,GD,-0.013726944474527276,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.013726944474527276,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-08-31,2022-09-30,US,Industrials,LMT,-0.01509423036827462,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.01509423036827462,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-08-31,2022-09-30,US,,OXY,-0.024892912463142805,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.024892912463142805,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-09-30,2022-10-31,KR,Industrials,058610,-0.007586705202312145,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.007586705202312145,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-09-30,2022-10-31,US,Energy,COP,0.04351306835540786,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.04351306835540786,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-09-30,2022-10-31,US,Health Care,LLY,0.022464028488883445,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.022464028488883445,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-09-30,2022-10-31,US,,TWX,0.0,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.0,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-10-31,2022-11-30,KR,ETF,360750,-0.009340461625456221,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.008122140543874976,0.0012183210815812449
rule_sector_cap2_breadth_it_us5_risk_on,2022-10-31,2022-11-30,KR,ETF,379800,-0.00906771799628943,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.007884972170686462,0.0011827458256029686
rule_sector_cap2_breadth_it_us5_risk_on,2022-10-31,2022-11-30,US,Energy,XOM,0.0021146697496196923,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.002804235972321766,0.0006895662227020738
rule_sector_cap2_breadth_it_us5_risk_on,2022-10-31,2022-11-30,US,Energy,COP,-0.002746537622925228,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.0036421477173573685,-0.0008956100944321403
rule_sector_cap2_breadth_it_us5_risk_on,2022-10-31,2022-11-30,US,Financials,MET,0.009000785698680413,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.007826770172765578,-0.0011740155259148347
rule_sector_cap2_breadth_it_us5_risk_on,2022-10-31,2022-11-30,US,Health Care,BIIB,0.012595012509087608,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.010952184790510966,-0.0016428277185766421
rule_sector_cap2_breadth_it_us5_risk_on,2022-10-31,2022-11-30,US,Health Care,GILD,0.019619643578977365,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.017060559633893364,-0.002559083945084001
rule_sector_cap2_breadth_it_us5_risk_on,2022-11-30,2023-01-31,US,Financials,MET,-0.009595773920117857,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.009595773920117857,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-11-30,2023-01-31,US,Health Care,BIIB,-0.009352176756140685,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.009352176756140685,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2022-11-30,2023-01-31,US,Health Care,GILD,-0.007272784580774983,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.007272784580774983,0.0
