RunId,RunStartedAt,Strategy,AsOfDate,Code,PrevWeight,NewWeight,WeightChange,Action,EstimatedPrice,Notes
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,056080,0.0,0.0151622452976321,0.0151622452976321,BUY,27400.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,069500,0.0,0.0671252699295167,0.0671252699295167,BUY,83785.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,080220,0.0,0.0151270579712711,0.0151270579712711,BUY,42800.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,083450,0.0,0.0176479920673643,0.0176479920673643,BUY,28450.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,084670,0.0,0.0143624761738239,0.0143624761738239,BUY,42200.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,095610,0.0,0.0172482231131727,0.0172482231131727,BUY,63000.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,123690,0.0,0.0213155817927794,0.0213155817927794,BUY,8230.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,138360,0.0,0.017827923833668,0.017827923833668,BUY,1924.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,145020,0.0,0.0212328759421558,0.0212328759421558,BUY,256500.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,214370,0.0,0.0159750434940141,0.0159750434940141,BUY,105000.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,217500,0.0,0.0178269212197308,0.0178269212197308,BUY,2715.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,272110,0.0,0.0206281326014857,0.0206281326014857,BUY,34950.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,290690,0.0,0.0161127077751022,0.0161127077751022,BUY,3960.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,348370,0.0,0.0105775348174716,0.0105775348174716,BUY,29950.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,360750,0.0,0.0802212761589098,0.0802212761589098,BUY,24405.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,361390,0.0,0.0220211279945095,0.0220211279945095,BUY,31050.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,379800,0.0,0.080264631745866,0.080264631745866,BUY,22310.0,initial_snapshot
20260326T014328Z_kis_pipeline,2026-03-26T01:43:28.496380+00:00,ScoreN70_P1.0_ROE0.6,2026-03-24,402340,0.0,0.017047935677626,0.017047935677626,BUY,581000.0,initial_snapshot
